author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 148596;homeowner;https://www.cian.ru/sale/flat/268629674/;Серпухов};sale;flat;10;10;1;38.5;11280000;Выхино-Жулебино;Жулебинский бульвар;6/11;Лермонтовский проспект;
РКС Девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308252390/;Серпухов};sale;flat;2;7;1;41.7;10491720;;;;;Anapolis Residence
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/307496200/;Серпухов};sale;flat;1;10;1;31.0;14500000;Раменки;Мичуринский проспект;10К1;Ломоносовский проспект;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/306297927/;Серпухов};sale;flat;3;18;1;34.1;5901000;Верх-Исетский;;;Площадь 1905 года;Русь XXI ЖК
ID 112609323;realtor;https://www.cian.ru/sale/flat/307205775/;Серпухов};sale;flat;4;6;1;59.35;101785250;Мещанский; Кузнецкий Мост;12/3С1;Кузнецкий мост;Kuznetsky Most 12 by Lalique
СЗ Феникс;developer;https://rostov.cian.ru/sale/flat/293615913/;Серпухов};sale;flat;4;13;1;47.1;8379202;Советский;;;;Таймс ЖК
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/302630222/;Серпухов};sale;flat;25;45;1;64.0;40999999;Дорогомилово;Кутузовский проезд;16А/1;Шелепиха;River Park Кутузовский
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/306899926/;Серпухов};sale;flat;14;23;1;34.0;4893000;Кировский;;;Машиностроителей;Основинские кварталы ЖК
hoomie;real_estate_agent;https://www.cian.ru/sale/flat/305679592/;Серпухов};sale;flat;7;20;1;43.09;20252300;Даниловский;Автозаводская ;26;Тульская;FORST
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/302623378/;Серпухов};sale;flat;2;29;1;34.6;8557000;Центр; Свердлова;12;Динамо;Екатерининский парк
Павел Михайлов;realtor;https://www.cian.ru/sale/flat/308082096/;Серпухов};sale;flat;12;16;1;44.0;26296000;Раменки;проспект Генерала Дорохова;39к2Л;Минская;Собрание клубных домов West Garden
Юрий Шадеко;realtor;https://spb.cian.ru/sale/flat/307347913/;Серпухов};sale;flat;10;17;1;45.0;13900000;Приморский;переулок Ипподромный;3к1;Пионерская;Приморский квартал
Этажи Москва;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308675651/;Серпухов};sale;flat;1;3;1;33.6;4800000;;;;;
Инвест-плюс отдел продаж;real_estate_agent;https://novosibirsk.cian.ru/sale/flat/305626417/;Серпухов};sale;flat;4;12;1;32.2;3249000;Кировский; Петухова;164;Студенческая;Матрешкин двор
Динас;real_estate_agent;https://spb.cian.ru/sale/flat/305885696/;Серпухов};sale;flat;6;11;1;35.0;6990000;Василеостровский;Морская набережная;9;Приморская;
ID 10741260;unknown;https://samara.cian.ru/sale/flat/308774838/;Серпухов};sale;flat;6;9;1;35.0;4200000;Промышленный; Стара-Загора;147;Безымянка;
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294667073/;Серпухов};sale;flat;2;24;1;40.58;5264038;мкр. РИП;Российская ;;;Гулливер
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307091345/;Серпухов};sale;flat;16;17;1;35.1;16800000;Ярославский;Ярославское шоссе;51;ВДНХ;Я51
Mikhail Uger;realtor;https://www.cian.ru/sale/flat/304113525/;Серпухов};sale;flat;17;25;1;36.8;9900000;Чертаново Северное;Северное Чертаново мкр;7кБ;Чертановская;
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294670406/;Серпухов};sale;flat;2;17;1;35.6;8116800;;;;;Екатерининский парк
Владислав Карпов;realtor;https://www.cian.ru/sale/flat/308833375/;Серпухов};sale;flat;15;28;1;40.0;30500000;Раменки;Винницкая ;8к3;Раменки;Настоящее
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/303023571/;Серпухов};sale;flat;4;5;1;30.3;3899000;;шоссе Энтузиастов;57;Салтыковская;
СК10;developer;https://rostov.cian.ru/sale/flat/306489613/;Серпухов};sale;flat;6;9;1;40.6;5310000;Железнодорожный;;;;Сезоны ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307505747/;Серпухов};sale;flat;10;12;1;55.0;32500000;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
Квадратный метр;real_estate_agent;https://spb.cian.ru/sale/flat/308648893/;Серпухов};sale;flat;21;26;1;35.3;8500000;Невский; Дыбенко;5к1;Улица Дыбенко;Цивилизация
СК10;developer;https://rostov.cian.ru/sale/flat/289504809/;Серпухов};sale;flat;24;25;1;30.41;4390000;Октябрьский;;;;Гринсайд ЖК
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/307494611/;Серпухов};sale;flat;2;44;1;48.1;25000000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Center Group;real_estate_agent;https://kazan.cian.ru/sale/flat/308328363/;Серпухов};sale;flat;4;10;1;48.0;9200000;Советский; Зур Урам;1Кк3;Горки;МЧС
СК10;developer;https://rostov.cian.ru/sale/flat/305717857/;Серпухов};sale;flat;21;25;1;37.39;5565839;Кировский;;;;Культура ЖК
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/306373900/;Серпухов};sale;flat;13;30;1;93.8;28999999;Щукино;проезд 4-й Красногорский;;Стрешнево;Moments
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304572948/;Серпухов};sale;flat;3;14;1;39.0;9300000;Ново-Переделкино; Шолохова;2;Новопеределкино;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298036735/;Серпухов};sale;flat;4;24;1;40.4;10036000;Центр; Большакова;66;Геологическая;RedRock
Доступный дом;real_estate_agent;https://www.cian.ru/sale/flat/293926786/;Серпухов};sale;flat;3;17;1;35.4;14990000;; Эдварда Грига;15;Потапово;
ID 120593210;homeowner;https://kaliningrad.cian.ru/sale/flat/306128381/;Серпухов};sale;flat;14;14;1;61.6;8300000;Ленинградский; 9 Апреля;102;;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298038407/;Серпухов};sale;flat;2;16;1;55.9;21462000;Центр; Февральской Революции;21;Динамо;19/05
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308931688/;Серпухов};sale;flat;5;6;1;35.0;10100000;Адлерский;переулок Демократический;4;;
ID 96941193;homeowner;https://novosibirsk.cian.ru/sale/flat/308112551/;Серпухов};sale;flat;3;10;1;34.3;4199000;Ленинский;Троллейная ;7;Площадь Маркса;
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/308626955/;Серпухов};sale;flat;10;24;1;45.8;15809922;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308226210/;Серпухов};sale;flat;4;6;1;37.0;14560000;Адлерский;Веселая ;82/1;;Green Sail Park
Виктория Грудько;realtor;https://www.cian.ru/sale/flat/308153896/;Серпухов};sale;flat;4;8;1;33.0;12800000;Теплый Стан;Профсоюзная ;136К4;Коньково;
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/308023443/;Серпухов};sale;flat;13;24;1;44.38;6512038;;;;;Микрорайон Любимово
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/247945326/;Серпухов};sale;flat;23;26;1;37.0;10000000;Центральный;Пластунская ;123Ак2;;Раз Два Три
Евгений Шумилов;realtor;https://spb.cian.ru/sale/flat/305907207/;Серпухов};sale;flat;16;28;1;33.0;7199000;Выборгский;Заречная ;11к6;Парнас;Три апельсина
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298221123/;Серпухов};sale;flat;25;25;1;37.2;7861500;Чкаловский; 8 Марта;204Д;Чкаловская;Ботаника LIFE
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/308830155/;Серпухов};sale;flat;6;10;1;31.7;7340000;Хостинский; Мацестинская;17/1;;
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/272828990/;Серпухов};sale;flat;6;17;1;38.0;9350000;; Авиаконструктора Петлякова;7;Пыхтино;Солнцево парк
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/308339502/;Серпухов};sale;flat;21;22;1;34.4;5105550;Прикубанский; Конгрессная;43;;Отражение
ID 13044325;unknown;https://www.cian.ru/sale/flat/308859379/;Серпухов};sale;flat;22;32;1;37.35;17780000;Нижегородский;Газгольдерная ;10;Нижегородская;Profit
Rich Life;real_estate_agent;https://yaroslavl.cian.ru/sale/flat/305867178/;Серпухов};sale;flat;3;10;1;36.2;2900000;Дзержинский; Панина;56;;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/303395042/;Серпухов};sale;flat;2;25;1;30.4;6288000;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
BRAUMOST;real_estate_agent;https://www.cian.ru/sale/flat/293943948/;Серпухов};sale;flat;5;10;1;48.5;23500000;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
ID 96167522;realtor;https://www.cian.ru/sale/flat/299789842/;Серпухов};sale;flat;9;9;1;36.9;8850000;Люблино; Верхние Поля;27С2;Братиславская;
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305421053/;Серпухов};sale;flat;2;18;1;38.3;5162840;;;;;Парк Победы - 2
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/304113286/;Серпухов};sale;flat;8;10;1;28.0;10350000;Адлерский; Ленина;280А;;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307986637/;Серпухов};sale;flat;11;14;1;35.0;13900000;Раменки;1-й Сетуньский проезд;10;Кутузовская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298221157/;Серпухов};sale;flat;3;9;1;55.0;18788500;Центр; Михаила Ананьева;;Динамо;Клубный дом инженера Ятеса
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042658/;Серпухов};sale;flat;24;79;1;72.0;70000000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
Антон Белов;realtor;https://www.cian.ru/sale/flat/297215041/;Серпухов};sale;flat;13;14;1;39.0;17600000;Таганский;переулок Ковров;1;Москва-Товарная;
Иван Музалевский;realtor;https://balashikha.cian.ru/sale/flat/301875482/;Серпухов};sale;flat;7;16;1;42.3;7250000;; Юбилейная;4к5;Железнодорожная;
ТСН Владис;real_estate_agent;https://korolev.cian.ru/sale/flat/307304400/;Серпухов};sale;flat;3;5;1;31.2;4400000;;Советская ;34;Медведково;
НВМ;representative_developer;https://krasnodar.cian.ru/sale/flat/308001539/;Серпухов};sale;flat;5;7;1;42.7;5978000;;;;;История 2
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/304384217/;Серпухов};sale;flat;14;17;1;45.3;7349000;; Твардовского;26;Кучино;
ID 883747;unknown;https://krasnogorsk.cian.ru/sale/flat/308858112/;Серпухов};sale;flat;5;10;1;48.8;8100000;;Строительная ;5;Павшино;
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609050/;Серпухов};sale;flat;2;22;1;49.7;9825690;мкр. Аврора; Имени Дзержинского;95;;AVrorA
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303071841/;Серпухов};sale;flat;19;32;1;32.2;25000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
RBI;developer;https://spb.cian.ru/sale/flat/304071206/;Серпухов};sale;flat;4;16;1;35.5;11415384;Выборгский;Шувалово-Озерки;;Проспект Просвещения;Струны
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/306630449/;Серпухов};sale;flat;2;24;1;24.6;7047039;;;;;Барса
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/308605254/;Серпухов};sale;flat;13;41;1;43.0;23900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/308144280/;Серпухов};sale;flat;7;9;1;30.2;5200000;Кировский; Стойкости;7;Ленинский проспект;
Первостроитель;developer;https://ekb.cian.ru/sale/flat/297114709/;Серпухов};sale;flat;2;24;1;31.3;7936000;Кировский; Мира;47/7;Геологическая;Проспект Мира. Компаунд
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/306414696/;Серпухов};sale;flat;6;9;1;42.2;8670000;; Алексеевская;3;Аникеевка;Опалиха Парк
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/307310259/;Серпухов};sale;flat;11;15;1;36.3;8200000;Приморский;Комендантский проспект;23к1;Комендантский проспект;
Светлый;developer;https://krym.cian.ru/sale/flat/308441444/;Серпухов};sale;flat;3;3;1;40.9;7362000;Саки; Заводская;62;;Новый берег
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308223929/;Серпухов};sale;flat;10;16;1;63.0;12500000;Центральный; Парковая;5;;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/306693359/;Серпухов};sale;flat;4;15;1;32.4;14000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/303065626/;Серпухов};sale;flat;2;16;1;26.7;3650200;Московский;;;;Бирюзова Парк ЖК
ID 115101461;homeowner;https://kotelniki.cian.ru/sale/flat/300523277/;Серпухов};sale;flat;16;18;1;45.0;10550000;; Кузьминская;5к1;Котельники;Котельнические высотки
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307819904/;Серпухов};sale;flat;3;17;1;38.7;13400000;Северное Медведково;Полярная ;52К1;Медведково;
Sea Invest;representative_developer;https://krym.cian.ru/sale/flat/305502980/;Серпухов};sale;flat;7;8;1;38.68;11039510;;;;;Долина Роз
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/293545584/;Серпухов};sale;flat;19;23;1;36.4;8800000;Приморский;Лыжный переулок;4к3;Беговая;Геометрия
Наталья Симагина;realtor;https://spb.cian.ru/sale/flat/306602700/;Серпухов};sale;flat;3;5;1;58.0;22900000;Центральный;Кавалергардская ;5;Чернышевская;
Альянс;developer;https://rostov.cian.ru/sale/flat/292933861/;Серпухов};sale;flat;4;7;1;48.74;23395200;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/307659959/;Серпухов};sale;flat;2;10;1;46.7;14477000;Приморский;Фермское шоссе;12Б;Удельная;
Дача Штейнгольца;real_estate_agent;https://krym.cian.ru/sale/flat/265824970/;Серпухов};sale;flat;1;12;1;17.2;2990000;Партенит пгт; Прибрежная;7;;
ФСК;developer;https://kazan.cian.ru/sale/flat/307682268/;Серпухов};sale;flat;5;7;1;26.4;3982757;;;;;ФоРест
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/306780674/;Серпухов};sale;flat;1;25;1;30.4;7800000;Приморский;Парашютная ;65;Комендантский проспект;Шуваловский
ID 15065491;homeowner;https://krasnodar.cian.ru/sale/flat/307426390/;Серпухов};sale;flat;7;14;1;48.0;5250000;мкр. Комсомольский;Сормовская ;181;;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/295341502/;Серпухов};sale;flat;3;4;1;34.85;6586650;;;;;Новый свет
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/297792239/;Серпухов};sale;flat;14;17;1;39.0;16000000;Хостинский; Депутатская;10Дк1;;
ЕОН Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/307325534/;Серпухов};sale;flat;3;5;1;27.7;4100000;Колпинский;Павловская ;76;Шушары;
AVA;developer;https://krasnodar.cian.ru/sale/flat/307879812/;Серпухов};sale;flat;4;21;1;51.13;6478171;мкр. ХБК;Уральская ;100/8;;Режиссёр
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307430903/;Серпухов};sale;flat;4;15;1;53.36;13950000;; Татьянин Парк;16к1;Говорово;
НДВ;real_estate_agent;https://mytishchi.cian.ru/sale/flat/302968129/;Серпухов};sale;flat;1;4;1;36.3;5450000;д. Аксаково; Слободская;4;;Федоскинская слобода
ПИК;developer;https://vladivostok.cian.ru/sale/flat/304311878/;Серпухов};sale;flat;2;24;1;33.9;5639434;Первореченский;;2;;Снежный парк ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Серпухов};sale;flat;5;6;1;43.0;26900000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
MR Group;developer;https://www.cian.ru/sale/flat/308802713/;Серпухов};sale;flat;2;46;1;34.8;16375836;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302688605/;Серпухов};sale;flat;2;4;1;34.7;3921100;;;;;ДзенПарк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301042655/;Серпухов};sale;flat;30;79;1;78.0;92880000;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити;NEVA TOWERS
ID 120058243;homeowner;https://ramenskoye.cian.ru/sale/flat/305600116/;Серпухов};sale;flat;4;9;1;37.7;4800000;Центральный;Бронницкая ;15;Раменское;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122639/;Серпухов};sale;flat;2;9;1;67.3;22222460;Советский;;;Суконная слобода;Мифы ЖК
Евгений Белокуров;realtor;https://www.cian.ru/sale/flat/306602662/;Серпухов};sale;flat;4;23;1;41.8;20850000;Свиблово;Сельскохозяйственная ;38к2;Ботанический сад;LIFE-Ботанический сад
Елена Гореликова;realtor;https://khimki.cian.ru/sale/flat/305791922/;Серпухов};sale;flat;13;15;1;26.8;5500000;Велтон Парк Новая Сходня мкр; Беговая;12;;Wellton Park Новая Сходня
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609577/;Серпухов};sale;flat;2;16;1;40.0;5280000;;;;;Зеленодар
ID 102818507;homeowner;https://odintsovo.cian.ru/sale/flat/301776016/;Серпухов};sale;flat;33;33;1;44.1;8700000;Новоивановское рп;Можайское шоссе;55;;Западные Ворота Столицы
КАПИТАЛ;real_estate_agent;https://spb.cian.ru/sale/flat/303753408/;Серпухов};sale;flat;6;13;1;41.2;12400000;Московский;Кузнецовская ;58к3;Парк Победы;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298037403/;Серпухов};sale;flat;20;25;1;31.2;4525200;; Бочкарева;;Чкаловская;Старт
ID 80865748;unknown;https://spb.cian.ru/sale/flat/308187046/;Серпухов};sale;flat;6;8;1;58.3;25652000;Петроградский;проспект Малый Петроградской стороны;79-81-83;Петроградская;
Андрей Вдовин;realtor;https://www.cian.ru/sale/flat/278701200/;Серпухов};sale;flat;2;15;1;31.9;11758286;Хорошевский;Ходынский бульвар;2;ЦСКА;Лайнер
Неометрия;developer;https://sochi.cian.ru/sale/flat/308286114/;Серпухов};sale;flat;11;17;1;21.0;9905700;Адлерский;;;;Лестория
Эрмитаж Галерея Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/306286389/;Серпухов};sale;flat;15;18;1;49.8;13600000;Приморский;Яхтенная ;3к2;Беговая;Золотая гавань
Интергрупп;developer;https://spb.cian.ru/sale/flat/300486334/;Серпухов};sale;flat;4;9;1;32.44;5122600;Колпинский;Заречье тер.;;Рыбацкое;Квартал Заречье
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842102/;Серпухов};sale;flat;4;5;1;40.17;14461200;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/301078527/;Серпухов};sale;flat;4;5;1;47.0;41600000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305730509/;Серпухов};sale;flat;5;9;1;36.8;17810000;Хорошевский; Куусинена;6К13;Полежаевская;
Магазин новостроек;representative_developer;https://anapa.cian.ru/sale/flat/305504839/;Серпухов};sale;flat;4;7;1;52.8;16632000;;;;;SunGarden
ВЫКУП И ТОЧКА;real_estate_agent;https://korolev.cian.ru/sale/flat/301870737/;Серпухов};sale;flat;16;25;1;46.9;8200000;;Пушкинская ;21;Медведково;
РИСАН;developer;https://penza.cian.ru/sale/flat/296715229/;Серпухов};sale;flat;5;16;1;35.4;3575400;Октябрьский;;с1;;Квартал Апгрейд Фэмили ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/306516350/;Серпухов};sale;flat;21;22;1;39.0;11300000;Братеево;Алма-Атинская ;2;Алма-Атинская;
МСК;developer;https://rostov.cian.ru/sale/flat/304980966/;Серпухов};sale;flat;24;26;1;33.1;4468500;Первомайский; Раздорская;2А;;Грин Парк
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308953364/;Серпухов};sale;flat;6;21;1;36.0;15500000;Ховрино;Левобережная ;4к9;Ховрино;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/298393097/;Серпухов};sale;flat;2;24;1;38.8;7398000;;;;;Айвазовский City
MOD Estate;real_estate_agent;https://www.cian.ru/sale/flat/299499349/;Серпухов};sale;flat;5;21;1;48.4;21250000;Щукино;Щукинская ;3;Щукинская;Интонация
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/308565479/;Серпухов};sale;flat;5;8;1;40.94;8880000;;;;;Речной порт
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/295406679/;Серпухов};sale;flat;2;3;1;26.0;3800000;Коммунар; Славянская;8к2;;Ново-Антропшино
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303685492/;Серпухов};sale;flat;4;12;1;33.7;5560500;Прикубанский; Конгрессная;лит22;;Микрорайон Красная площадь
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/306496312/;Серпухов};sale;flat;14;24;1;41.3;7100000;; Разина;1А;Салтыковская;28 микрорайон
География;developer;https://tyumen.cian.ru/sale/flat/304271728/;Серпухов};sale;flat;2;14;1;36.63;4740000;;;;;Мотивы
БАРС Лизинг;real_estate_agent;https://balashikha.cian.ru/sale/flat/296593080/;Серпухов};sale;flat;3;24;1;46.8;7773000;; Разина;1А;Салтыковская;28 микрорайон
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305023590/;Серпухов};sale;flat;2;10;1;33.1;27155240;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
Мой мир;real_estate_agent;https://omsk.cian.ru/sale/flat/308452973/;Серпухов};sale;flat;3;9;1;36.9;3800000;мкр. 6-й; Степанца;12;;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/308821944/;Серпухов};sale;flat;2;21;1;36.87;5320000;;;;;Жилой район 
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305505079/;Серпухов};sale;flat;18;19;1;25.8;13287000;Хостинский; Ясногорская;16/6к4;;Сочи Парк
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/298588228/;Серпухов};sale;flat;4;8;1;38.5;15790000;Петроградский;Ремесленная ;17;Василеостровская;
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/304589036/;Серпухов};sale;flat;2;13;1;39.7;11116000;Алушта; Набережная;18;;Апарт-отель AURA
ID 13091987;homeowner;https://kotelniki.cian.ru/sale/flat/308246236/;Серпухов};sale;flat;14;17;1;35.9;11490000;; Сосновая;1к2;Котельники;Оранж парк
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/302788689/;Серпухов};sale;flat;4;5;1;28.3;18395000;Лазаревский;;;;Alean Resort Montvert
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/300074305/;Серпухов};sale;flat;5;38;1;39.8;20500000;Останкинский; Вильгельма Пика;;Улица Сергея Эйзенштейна;Режиссёр
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/275302369/;Серпухов};sale;flat;10;20;1;39.1;4887500;Прикубанский; Адмирала Крузенштерна;5;;RED777
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307970298/;Серпухов};sale;flat;14;32;1;44.0;32500000;Черемушки;Херсонская ;43к5;Зюзино;ONYX Deluxe
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/304026929/;Серпухов};sale;flat;10;23;1;37.6;5831760;;;;;Отражение
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307950468/;Серпухов};sale;flat;4;13;1;43.6;37500000;Пресненский; Сергея Макеева;9к1;Улица 1905 года;RedSide
