author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302173473/;Москва;sale;flat;5;5;1;32.1;8999000;Перово; Металлургов;17;Перово;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307196104/;Москва;sale;flat;2;19;1;43.7;20889605;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303962581/;Москва;sale;flat;11;33;1;31.7;14600000;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская;Матвеевский парк
MR Group;developer;https://www.cian.ru/sale/flat/308416242/;Москва;sale;flat;8;44;1;40.75;21801250;Марьина роща; 4-я Марьиной рощи;12К3;Марьина Роща;Mod
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308698962/;Москва;sale;flat;3;4;1;32.4;9100000;Капотня;1-й кв-л;8;Люблино;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/306658027/;Москва;sale;flat;2;24;1;43.5;17768630;Очаково-Матвеевское;Мичуринский проспект;72А;Озёрная;ОМ
КРОСТ;developer;https://www.cian.ru/sale/flat/296745539/;Москва;sale;flat;21;28;1;36.9;18117900;Хорошево-Мневники; Генерала Глаголева;;Народное Ополчение;CRYSTAL Трилогия
ID 73038306;real_estate_agent;https://www.cian.ru/sale/flat/308747567/;Москва;sale;flat;16;16;1;37.5;12100000;Западное Дегунино; Маршала Федоренко;16/2к2;Ховрино;
Regions Development;developer;https://www.cian.ru/sale/flat/308234966/;Москва;sale;flat;8;16;1;37.8;18192215;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/307952858/;Москва;sale;flat;3;9;1;31.7;10550000;Тимирязевский;Дмитровское шоссе;29К1;Петровско-Разумовская;
Основа;developer;https://www.cian.ru/sale/flat/293623772/;Москва;sale;flat;6;28;1;43.5;17182500;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Светлана Биличенко;realtor;https://www.cian.ru/sale/flat/308838116/;Москва;sale;flat;4;5;1;33.0;9800000;Восточное Измайлово;11-я Парковая ;34;Первомайская;
LEGENDA Intelligent Development;developer;https://www.cian.ru/sale/flat/301551679/;Москва;sale;flat;24;57;1;43.9;18984116;Левобережный;Ленинградское шоссе;;Беломорская;Северный порт. Береговые кварталы
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307674324/;Москва;sale;flat;4;12;1;35.2;11000000;Головинский;Кронштадтский бульвар;19К2;Водный стадион;
Основа;developer;https://www.cian.ru/sale/flat/304303436/;Москва;sale;flat;3;5;1;37.1;17140200;Марфино;Ботаническая ;29К1;Владыкино;VERY
ID 73726674;homeowner;https://www.cian.ru/sale/flat/308738727/;Москва;sale;flat;2;22;1;35.0;13400000;;Родниковая ;30к3;Саларьево;Румянцево-Парк
Имена;developer;https://www.cian.ru/sale/flat/304239716/;Москва;sale;flat;3;14;1;30.45;25364850;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Самолет плюс Троицк;real_estate_agent;https://www.cian.ru/sale/flat/307105092/;Москва;sale;flat;2;3;1;39.2;7500000;; Генерала Донскова;21к1;Апрелевка;
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447889/;Москва;sale;flat;2;16;1;39.43;17920935;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525819/;Москва;sale;flat;22;22;1;19.4;8380000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308419722/;Москва;sale;flat;5;12;1;36.0;10500000;Восточное Измайлово;Средняя Первомайская ;36К1;Первомайская;
Донстрой;developer;https://www.cian.ru/sale/flat/305505548/;Москва;sale;flat;3;12;1;53.1;96004800;Хамовники;531-й кв-л;;Спортивная;Дом 22 ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308112517/;Москва;sale;flat;10;17;1;41.0;9700000;;;20;Бачуринская;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/308307056/;Москва;sale;flat;15;22;1;30.6;13600000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Рублево-Архангельское;developer;https://www.cian.ru/sale/flat/307251020/;Москва;sale;flat;6;9;1;44.4;21445200;;;В14 кв-л;Серебряный Бор;Сберсити ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303789273/;Москва;sale;flat;11;34;1;46.4;19990000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/306693359/;Москва;sale;flat;4;15;1;32.4;14000000;Хорошевский;Ходынский бульвар;20А;ЦСКА;Лайнер
TOUCH;developer;https://www.cian.ru/sale/flat/305603339/;Москва;sale;flat;4;27;1;46.32;32198000;Крылатское;Крылатская ;23;Молодёжная;Дом Горизонтов
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308768570/;Москва;sale;flat;14;48;1;42.0;24500000;Хорошево-Мневники; Народного Ополчения;15К1;Народное Ополчение;Wellton Towers
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/308279827/;Москва;sale;flat;2;23;1;55.0;15500000;Перово;шоссе Энтузиастов;86Ак1;Новогиреево;PerovSky
Донстрой;developer;https://www.cian.ru/sale/flat/308079855/;Москва;sale;flat;2;19;1;54.0;53946000;Замоскворечье;Большая Татарская ;35С7-9;Новокузнецкая;Татарская 35
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/304298307/;Москва;sale;flat;13;24;1;42.9;24000000;Хорошевский;Хорошевское шоссе;25Ак1;Полежаевская;Династия
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308016731/;Москва;sale;flat;2;4;1;20.5;10200000;Басманный; Радио;14С1;Бауманская;
MR Group;developer;https://www.cian.ru/sale/flat/308167171/;Москва;sale;flat;6;15;1;36.4;14512680;Покровское-Стрешнево;;;Тушинская;Ситизен ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307819904/;Москва;sale;flat;3;17;1;38.7;13400000;Северное Медведково;Полярная ;52К1;Медведково;
Брусника;developer;https://www.cian.ru/sale/flat/304369747/;Москва;sale;flat;5;21;1;36.6;27290000;Даниловский;Дубининская ;вл59к2;;Дом А
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/306867070/;Москва;sale;flat;16;36;1;41.1;31500000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
Landis;real_estate_agent;https://www.cian.ru/sale/flat/308339754/;Москва;sale;flat;7;17;1;37.9;11900000;Марьино;Люблинская ;124;Марьино;
MR Group;developer;https://www.cian.ru/sale/flat/308752231/;Москва;sale;flat;14;39;1;40.25;16317012;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;22;22;1;19.4;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307108705/;Москва;sale;flat;4;44;1;49.6;31000000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Центр-Инвест;developer;https://www.cian.ru/sale/flat/306675168/;Москва;sale;flat;6;9;1;65.1;55380179;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694039/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 89000637;unknown;https://www.cian.ru/sale/flat/306101919/;Москва;sale;flat;3;4;1;38.6;7990000;;;;;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/307195936/;Москва;sale;flat;5;26;1;37.6;14543191;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307619147/;Москва;sale;flat;19;22;1;43.0;17900000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
GLINCOM;official_representative;https://www.cian.ru/sale/flat/308877519/;Москва;sale;flat;5;8;1;51.0;25000000;Савеловский; Верхняя Масловка;20;Петровский Парк;Verdi
Forma;developer;https://www.cian.ru/sale/flat/308937832/;Москва;sale;flat;17;29;1;33.1;16262030;Печатники;;;Нагатинский Затон;Портлэнд ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303370372/;Москва;sale;flat;4;8;1;57.0;68900000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
ID 99063717;homeowner;https://www.cian.ru/sale/flat/308745324/;Москва;sale;flat;11;30;1;41.0;23000000;Южнопортовый;Волгоградский проспект;32/3к6;Угрешская;Метрополия
Prime Life Development;developer;https://www.cian.ru/sale/flat/306733105/;Москва;sale;flat;26;28;1;41.65;22378095;Нагатино-Садовники;Нагатинская ;к1вл1;Нагатинская;Первый Нагатинский
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525825/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/306546518/;Москва;sale;flat;11;12;1;30.0;8000000;; Логинова;5к1;Щербинка;Остафьево
Hutton Development;developer;https://www.cian.ru/sale/flat/304286459/;Москва;sale;flat;2;6;1;48.3;95634000;Якиманка;Софийская набережная;34С3;Новокузнецкая;Клубный дом DUO
ONE Company;real_estate_agent;https://www.cian.ru/sale/flat/300171400/;Москва;sale;flat;22;22;1;17.2;9110000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 123278538;homeowner;https://www.cian.ru/sale/flat/308540053/;Москва;sale;flat;6;14;1;38.6;13500000;Нагатино-Садовники;Старокаширское шоссе;4к1;Варшавская;
MR Group;developer;https://www.cian.ru/sale/flat/306477142/;Москва;sale;flat;6;30;1;36.6;17412309;Южнопортовый;Волгоградский проспект;32/5к3;Волгоградский проспект;Метрополия
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308490659/;Москва;sale;flat;12;12;1;42.06;20600000;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
Сергей Ванин;realtor;https://www.cian.ru/sale/flat/308282471/;Москва;sale;flat;8;8;1;30.1;12999000;Измайлово;Первомайская ;8;Измайловская;
Level Group;developer;https://www.cian.ru/sale/flat/308683214/;Москва;sale;flat;2;21;1;37.7;20208954;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/305694241/;Москва;sale;flat;22;22;1;20.0;9770000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
CENTURY 21 Перспектива;real_estate_agent;https://www.cian.ru/sale/flat/308625678/;Москва;sale;flat;16;16;1;37.9;9200000;Выхино-Жулебино;Ферганская ;11К3;Юго-Восточная;
КОРТРОС;developer;https://www.cian.ru/sale/flat/306568211/;Москва;sale;flat;2;37;1;43.6;22323200;Останкинский; Годовикова;11к5;Алексеевская;iLove
SUNRISE Estate;real_estate_agent;https://www.cian.ru/sale/flat/308738584/;Москва;sale;flat;18;41;1;30.2;15600000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
Основа;developer;https://www.cian.ru/sale/flat/304955136/;Москва;sale;flat;3;20;1;36.75;12862500;Преображенское;Потешная ;;Преображенская площадь;EvoPark Сокольники
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/308525823/;Москва;sale;flat;22;22;1;16.0;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/307895238/;Москва;sale;flat;7;17;1;37.9;10399999;Братеево; Борисовские Пруды;20К1;Борисово;
Level Group;developer;https://www.cian.ru/sale/flat/308422680/;Москва;sale;flat;13;64;1;32.5;21821923;Хорошево-Мневники;;;Народное Ополчение;Левел Звенигородская ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/306183207/;Москва;sale;flat;2;9;1;30.7;10000000;Лосиноостровский;Шушенская ;3К1;Бабушкинская;
Основа;developer;https://www.cian.ru/sale/flat/305914855/;Москва;sale;flat;25;28;1;39.6;19800000;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307590623/;Москва;sale;flat;18;22;1;43.4;19500000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308691311/;Москва;sale;flat;3;5;1;53.0;12900000;Можайский;Гвардейская ;17К2;Рабочий посёлок;
Capital Group;representative_developer;https://www.cian.ru/sale/flat/304746725/;Москва;sale;flat;15;51;1;44.98;26392833;Пресненский;Шелепихинское шоссе;;Шелепиха;Headliner
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306977986/;Москва;sale;flat;9;21;1;42.1;31900000;Басманный; Земляной Вал;37;Чкаловская;Дом Chkalov
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/304022551/;Москва;sale;flat;7;21;1;47.5;19999000;Сокольники; Сокольнический Вал;3;Рижская;Резиденция Сокольники
Level Group;developer;https://www.cian.ru/sale/flat/308713700/;Москва;sale;flat;21;37;1;35.8;12069037;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/293861271/;Москва;sale;flat;9;45;1;46.3;21000000;Хорошево-Мневники; Шеногина;;Шелепиха;Sydney City
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/297622152/;Москва;sale;flat;8;9;1;34.0;9499000;Печатники; Гурьянова;39;Люблино;
Эталон;developer;https://www.cian.ru/sale/flat/303464897/;Москва;sale;flat;2;17;1;39.3;20143266;Даниловский; Ларионова;;Технопарк;Shagal
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307590621/;Москва;sale;flat;18;22;1;43.2;19200000;Щукино;Большой Волоколамский проезд;23;Стрешнево;Комплекс апартаментов B’aires
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/308303324/;Москва;sale;flat;14;17;1;47.0;11500000;;;7.1.2;Прокшино;Прокшино ЖК
