author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
;;https://balashikha.cian.ru/sale/flat/304819052/;Балашиха;sale;flat;7;11;1;16.6;3600000;;проспект Ленина;36;Салтыковская;
;developer;https://balashikha.cian.ru/sale/flat/308661888/;Балашиха;sale;flat;4;13;1;40.79;6202211;;;к3;Салтыковская;Квартал Авиаторов ЖК
;;https://balashikha.cian.ru/sale/flat/294161401/;Балашиха;sale;flat;13;17;2;57.8;8602520;;проспект Героев;12;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/304585851/;Балашиха;sale;flat;3;9;1;36.6;5800000;; Пролетарская;8;Железнодорожная;
;representative_developer;https://balashikha.cian.ru/sale/flat/305430730/;Балашиха;sale;flat;5;17;2;55.4;8412560;;проспект Героев;12;Лухмановская;Центр-2
;;https://balashikha.cian.ru/sale/flat/293374428/;Балашиха;sale;flat;17;17;2;57.9;8617360;;проспект Героев;12;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/307816598/;Балашиха;sale;flat;4;16;1;43.3;5499000;; Майкла Лунна;8;Щёлковская;
;representative_developer;https://balashikha.cian.ru/sale/flat/305430794/;Балашиха;sale;flat;3;17;1;48.8;7174200;; Поликахина;2;Лухмановская;Центр-2
;;https://balashikha.cian.ru/sale/flat/308454666/;Балашиха;sale;flat;6;6;1;41.0;7050000;; Народного ополчения;2;Железнодорожная;Столичный
;;https://balashikha.cian.ru/sale/flat/307306308/;Балашиха;sale;flat;3;3;2;50.6;6000000;; Советская;32;Железнодорожная;
;developer;https://balashikha.cian.ru/sale/flat/308661961/;Балашиха;sale;flat;4;17;1;48.04;7249232;;;к7;Салтыковская;Квартал Авиаторов ЖК
;;https://balashikha.cian.ru/sale/flat/301526139/;Балашиха;sale;flat;5;17;2;49.8;7842810;; Поликахина;2;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/295188484/;Балашиха;sale;flat;7;9;1;35.0;5100000;; Пионерская;23;Железнодорожная;
;developer;https://balashikha.cian.ru/sale/flat/308651161/;Балашиха;sale;flat;15;22;2;70.13;11137117;;;к6;Некрасовка;Новоград Павлино
;;https://balashikha.cian.ru/sale/flat/291016769/;Балашиха;sale;flat;12;17;1;36.7;6010770;;проспект Героев;12;Новокосино;
;homeowner;https://balashikha.cian.ru/sale/flat/308356742/;Балашиха;sale;flat;17;21;1;40.0;6300000;; Граничная;38;Ольгино;
;developer;https://balashikha.cian.ru/sale/flat/308661804/;Балашиха;sale;flat;8;24;2;60.13;8966333;;;;Салтыковская;Квартал Авиаторов ЖК
;;https://balashikha.cian.ru/sale/flat/291015708/;Балашиха;sale;flat;16;17;1;37.1;6076010;;проспект Героев;12;Новокосино;
;;https://balashikha.cian.ru/sale/flat/306667880/;Балашиха;sale;flat;4;5;1;31.0;4300000;; Юбилейная;14;Железнодорожная;
;developer;https://balashikha.cian.ru/sale/flat/292454161/;Балашиха;sale;flat;16;17;2;48.6;9379800;г. Балашиха;ул. Твардовского;к3;Новокосино;Квартал Светлый ЖК
;;https://balashikha.cian.ru/sale/flat/291039016/;Балашиха;sale;flat;12;17;2;55.4;8412560;;проспект Героев;12;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/308891650/;Балашиха;sale;flat;4;17;2;56.37;7500000;; Ленина;1/5;Железнодорожная;
;developer;https://balashikha.cian.ru/sale/flat/308650921/;Балашиха;sale;flat;8;22;1;45.02;7407333;;;;Некрасовка;Новоград Павлино
;;https://balashikha.cian.ru/sale/flat/292529585/;Балашиха;sale;flat;6;17;1;37.2;6092320;;проспект Героев;12;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/308501098/;Балашиха;sale;flat;6;19;1;44.4;5800000;;Московский проезд;13;Салтыковская;Балашиха, мкр. 25
;developer;https://balashikha.cian.ru/sale/flat/308650952/;Балашиха;sale;flat;10;22;1;39.16;6624815;;;;Некрасовка;Новоград Павлино
;;https://balashikha.cian.ru/sale/flat/293374610/;Балашиха;sale;flat;13;17;2;55.4;8412560;;проспект Героев;12;Железнодорожная;
;;https://balashikha.cian.ru/sale/flat/197283937/;Балашиха;sale;flat;17;18;1;37.0;4700000;; Лукино;51А;Щёлковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651172/;Балашиха;sale;flat;21;22;2;54.66;9940230;;;к6;Некрасовка;Новоград Павлино
Людмила Горбачева;realtor;https://balashikha.cian.ru/sale/flat/305384228/;Балашиха;sale;flat;5;5;2;44.5;6500000;; Юлиуса Фучика;2к1;Кучино;
ID 116375084;homeowner;https://balashikha.cian.ru/sale/flat/301833145/;Балашиха;sale;flat;6;22;1;43.51;5900000;; Дмитриева;12;Первомайская;Алексеевская роща
СЕТЬСТРОЙ БАЛАШИХА;developer;https://balashikha.cian.ru/sale/flat/292585532/;Балашиха;sale;flat;14;17;1;30.0;6210000;г. Балашиха;ул. Твардовского;к3;Новокосино;Квартал Светлый ЖК
Екатерина Борзенкова;realtor;https://balashikha.cian.ru/sale/flat/307135670/;Балашиха;sale;flat;17;24;2;65.0;9950000;;проезд Акуловский;4;Щёлковская;Щитниково Янтарный
ID 1231948;homeowner;https://balashikha.cian.ru/sale/flat/306821907/;Балашиха;sale;flat;11;17;1;38.0;6000000;;;11;Щёлковская;Щитниково Изумрудный
Самолет;developer;https://balashikha.cian.ru/sale/flat/308722144/;Балашиха;sale;flat;20;22;1;36.61;6334409;;;к7;Некрасовка;Новоград Павлино
Александр Мащенко;realtor;https://balashikha.cian.ru/sale/flat/297901273/;Балашиха;sale;flat;3;13;2;80.0;11500000;; Ситникова;2;Реутов;Новогиреевский
СТРОЙИНВЕСТ;real_estate_agent;https://balashikha.cian.ru/sale/flat/292281913/;Балашиха;sale;flat;11;17;1;37.2;6092320;;проспект Героев;12;Новокосино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308661820/;Балашиха;sale;flat;2;24;1;47.96;7088719;;;;Салтыковская;Квартал Авиаторов ЖК
Наталья Сказка;realtor;https://balashikha.cian.ru/sale/flat/308713395/;Балашиха;sale;flat;17;17;1;35.0;6695000;; Колдунова;10;Щёлковская;
ID 118851029;homeowner;https://balashikha.cian.ru/sale/flat/307529575/;Балашиха;sale;flat;4;12;1;41.5;6199000;; Московская;1;Железнодорожная;
Стройинвест;representative_developer;https://balashikha.cian.ru/sale/flat/305430819/;Балашиха;sale;flat;4;17;2;56.3;8211020;; Поликахина;2;Лухмановская;Центр-2
МИЦ-Столичный ипотечный центр недвижимости;real_estate_agent;https://balashikha.cian.ru/sale/flat/308068494/;Балашиха;sale;flat;10;22;1;34.0;7100000;;шоссе Косинское;7;Ольгино;Новоград Павлино
ID 110201293;homeowner;https://balashikha.cian.ru/sale/flat/308517355/;Балашиха;sale;flat;18;25;1;37.2;6200000;; Дмитриева;30;Щёлковская;Алексеевская роща
СЕТЬСТРОЙ БАЛАШИХА;developer;https://balashikha.cian.ru/sale/flat/292441684/;Балашиха;sale;flat;3;17;1;32.1;6420000;г. Балашиха;ул. Твардовского;к3;Новокосино;Квартал Светлый ЖК
Гранд Сервис Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/300669720/;Балашиха;sale;flat;19;24;1;43.0;7550000;;проезд Акуловский;6;Щёлковская;Щитниково Янтарный
ID 10716353;homeowner;https://balashikha.cian.ru/sale/flat/305834032/;Балашиха;sale;flat;20;25;1;32.1;6400000;; Яганова;9;Щёлковская;Пехра
СЕТЬСТРОЙ БАЛАШИХА;developer;https://balashikha.cian.ru/sale/flat/297937724/;Балашиха;sale;flat;10;17;1;35.2;7110400;г. Балашиха;ул. Твардовского;к4;Новокосино;Квартал Светлый ЖК
Karlson Realty;real_estate_agent;https://balashikha.cian.ru/sale/flat/304285904/;Балашиха;sale;flat;3;9;2;68.5;12000000;; Ситникова;8;Реутов;Новое Измайлово
ID 62524363;realtor;https://balashikha.cian.ru/sale/flat/304947613/;Балашиха;sale;flat;11;18;1;42.0;6400000;; Струве;9;Железнодорожная;Центр-2
Самолет;developer;https://balashikha.cian.ru/sale/flat/308661946/;Балашиха;sale;flat;15;17;1;36.69;7952907;;;к8;Щёлковская;Квартал Авиаторов ЖК
ID 97308249;realtor;https://balashikha.cian.ru/sale/flat/290746461/;Балашиха;sale;flat;7;17;2;55.0;11325600;;Молодежная ;11;Салтыковская;
ID 123349796;homeowner;https://balashikha.cian.ru/sale/flat/308644572/;Балашиха;sale;flat;4;19;1;45.9;6500000;;Московский проезд;13;Салтыковская;Балашиха, мкр. 25
Абсолют Недвижимость;representative_developer;https://balashikha.cian.ru/sale/flat/304783418/;Балашиха;sale;flat;19;22;2;37.1;6345827;;;к7;Некрасовка;Новоград Павлино
Самолет Плюс Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/308614059/;Балашиха;sale;flat;5;9;1;30.0;6650000;;проспект Ленина;31;Салтыковская;
Самолет Плюс Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/308445568/;Балашиха;sale;flat;6;14;1;37.7;6600000;;бульвар Спасский;7;Железнодорожная;Столичный
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651131/;Балашиха;sale;flat;19;22;1;37.2;6538393;; Бояринова;36;Ольгино;Новоград Павлино
СЕТЬСТРОЙ БАЛАШИХА;developer;https://balashikha.cian.ru/sale/flat/304035265/;Балашиха;sale;flat;8;17;1;35.0;7017500;г. Балашиха;ул. Твардовского;к3;Новокосино;Квартал Светлый ЖК
Абсолют Недвижимость;representative_developer;https://balashikha.cian.ru/sale/flat/304783364/;Балашиха;sale;flat;19;22;2;54.66;9900713;;;к6;Некрасовка;Новоград Павлино
Самолет;developer;https://balashikha.cian.ru/sale/flat/308650761/;Балашиха;sale;flat;6;22;2;46.73;8883887;;;к7;Некрасовка;Новоград Павлино
Стройинвест;representative_developer;https://balashikha.cian.ru/sale/flat/305430996/;Балашиха;sale;flat;17;17;2;67.1;9640430;; Поликахина;2;Лухмановская;Центр-2
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651176/;Балашиха;sale;flat;9;22;2;46.79;8951348;;;к6;Некрасовка;Новоград Павлино
Самолет;developer;https://balashikha.cian.ru/sale/flat/308661913/;Балашиха;sale;flat;11;17;2;62.73;12308590;;;к8;Щёлковская;Квартал Авиаторов ЖК
Стройинвест;representative_developer;https://balashikha.cian.ru/sale/flat/305430692/;Балашиха;sale;flat;11;17;2;64.4;9524000;;проспект Героев;12;Лухмановская;Центр-2
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651306/;Балашиха;sale;flat;14;17;2;55.47;11596429;;;к8;Щёлковская;Квартал Авиаторов ЖК
Самолет;developer;https://balashikha.cian.ru/sale/flat/308661930/;Балашиха;sale;flat;14;17;2;53.1;10671184;;;к8;Щёлковская;Квартал Авиаторов ЖК
ID 91586118;homeowner;https://balashikha.cian.ru/sale/flat/307721899/;Балашиха;sale;flat;5;17;1;37.1;6680000;; Кольцевая;14;Щёлковская;Щитниково Янтарный
Самолет;developer;https://balashikha.cian.ru/sale/flat/308650915/;Балашиха;sale;flat;21;22;2;42.71;8904363;;;;Некрасовка;Новоград Павлино
ID 6757546;homeowner;https://balashikha.cian.ru/sale/flat/307054254/;Балашиха;sale;flat;2;9;2;52.3;6700000;;шоссе Энтузиастов;76;Кучино;
ПИК;developer;https://balashikha.cian.ru/sale/flat/307419388/;Балашиха;sale;flat;2;15;1;39.3;9586802;; Реутовская;12;Первомайская;Измайловский лес
ПИК;developer;https://balashikha.cian.ru/sale/flat/307330283/;Балашиха;sale;flat;19;23;1;36.2;9194184;; Реутовская;3;Реутов;Измайловский лес
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651195/;Балашиха;sale;flat;11;22;1;46.97;7265942;;;к6;Некрасовка;Новоград Павлино
ID 112062592;realtor;https://balashikha.cian.ru/sale/flat/307500582/;Балашиха;sale;flat;4;17;1;37.7;6900000;; Кольцевая;18;Щёлковская;Щитниково Янтарный
Самолет;developer;https://balashikha.cian.ru/sale/flat/308651120/;Балашиха;sale;flat;15;22;1;34.8;6948369;; Бояринова;36;Ольгино;Новоград Павлино
Гранд Сервис Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/306248751/;Балашиха;sale;flat;2;14;1;38.0;6999000;;бульвар Молодежный;5/3;Щёлковская;Щитниково Янтарный
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/305684832/;Балашиха;sale;flat;1;17;1;37.8;5038400;; Лесопарковая;18;Железнодорожная;
CENTURY 21 Aurum;real_estate_agent;https://balashikha.cian.ru/sale/flat/307593008/;Балашиха;sale;flat;1;5;1;28.5;4250000;; Быковского;6;Салтыковская;
Кремлёвские Ключи;real_estate_agent;https://balashikha.cian.ru/sale/flat/303552410/;Балашиха;sale;flat;14;17;1;31.1;5600000;; Лукино;51А;Щёлковская;
Галина Кадочникова;realtor;https://balashikha.cian.ru/sale/flat/308513465/;Балашиха;sale;flat;9;18;2;71.2;14000000;; Флерова;4А;Салтыковская;
АЯКС;real_estate_agent;https://balashikha.cian.ru/sale/flat/304586889/;Балашиха;sale;flat;12;25;1;36.0;5499000;;Балашихинское шоссе;8к2;Щёлковская;
Этажи Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/306325539/;Балашиха;sale;flat;5;14;2;64.9;10900000;;проспект Ленина;32а;Салтыковская;
МИРА;real_estate_agent;https://balashikha.cian.ru/sale/flat/308259060/;Балашиха;sale;flat;5;21;1;38.0;5299999;; Бояринова;15;Ольгино;Новоград Павлино
На Петровке;real_estate_agent;https://balashikha.cian.ru/sale/flat/308426683/;Балашиха;sale;flat;21;24;1;45.4;8000000;; Кольцевая;3к3;Щёлковская;Щитниково Янтарный
МИЭЛЬ;real_estate_agent;https://balashikha.cian.ru/sale/flat/306401452/;Балашиха;sale;flat;2;5;2;45.2;5250000;;шоссе Энтузиастов;37;Салтыковская;
Ирина Кузнецова;realtor;https://balashikha.cian.ru/sale/flat/307344432/;Балашиха;sale;flat;15;25;1;48.0;5750000;; Дмитриева;20;Щёлковская;Алексеевская роща
ID 224783;realtor;https://balashikha.cian.ru/sale/flat/306451526/;Балашиха;sale;flat;16;25;1;48.0;8000000;; Строителей;3;Салтыковская;Новое Измайлово
МГСН-Центр оформления;real_estate_agent;https://balashikha.cian.ru/sale/flat/307474640/;Балашиха;sale;flat;3;9;1;32.5;5150000;;;8;Щёлковская;
ИНКОМ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/308254155/;Балашиха;sale;flat;15;23;1;33.1;5100000;;;4К1;Щёлковская;Микрорайон 
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912624/;Балашиха;sale;flat;19;22;1;35.5;6551694;; Бояринова;30;Ольгино;Новоград Павлино
ID 408732;homeowner;https://balashikha.cian.ru/sale/flat/307038585/;Балашиха;sale;flat;5;25;1;33.7;5400000;;Балашихинское шоссе;12;Щёлковская;Лесной городок
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912715/;Балашиха;sale;flat;13;17;1;44.99;7105676;;;к7;Салтыковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/306840853/;Балашиха;sale;flat;2;4;2;55.0;5500000;;Институтская ;22А;Кучино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912753/;Балашиха;sale;flat;6;13;1;33.52;5694846;;;к3;Салтыковская;Квартал Авиаторов ЖК
ID 13694606;homeowner;https://balashikha.cian.ru/sale/flat/308889210/;Балашиха;sale;flat;1;9;1;34.8;5580000;; Советская;34;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308920273/;Балашиха;sale;flat;7;22;1;32.6;6050324;; Бояринова;30;Ольгино;Новоград Павлино
ID 117117275;homeowner;https://balashikha.cian.ru/sale/flat/307655742/;Балашиха;sale;flat;1;21;1;38.1;5700000;; Граничная;38;Ольгино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912623/;Балашиха;sale;flat;5;22;1;43.7;7335766;; Бояринова;30;Ольгино;Новоград Павлино
АльфаЭстейт;real_estate_agent;https://balashikha.cian.ru/sale/flat/301952746/;Балашиха;sale;flat;1;5;2;46.0;5850000;;шоссе Энтузиастов;49;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912762/;Балашиха;sale;flat;9;17;1;55.32;11270308;;;к8;Щёлковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/308704037/;Балашиха;sale;flat;1;5;2;43.5;5850000;;шоссе Носовихинское;7;Ольгино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912734/;Балашиха;sale;flat;16;17;1;39.04;6794795;;;к3;Салтыковская;Квартал Авиаторов ЖК
ГОРОДА;real_estate_agent;https://balashikha.cian.ru/sale/flat/308892981/;Балашиха;sale;flat;10;17;1;36.4;5900000;; Твардовского;12;Кучино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912765/;Балашиха;sale;flat;12;17;1;49.36;9964446;;;к8;Щёлковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/307823815/;Балашиха;sale;flat;5;5;2;42.3;6000000;; Мира;5;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912752/;Балашиха;sale;flat;10;13;1;32.46;5708805;;;к3;Салтыковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/308006279/;Балашиха;sale;flat;5;5;2;43.4;6000000;; Мира;13;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912697/;Балашиха;sale;flat;12;17;1;36.73;6001792;;;к2;Салтыковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/308047943/;Балашиха;sale;flat;1;4;2;43.4;6100000;;Зеленая ;28;Щёлковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912740/;Балашиха;sale;flat;12;17;1;38.38;6419516;;;к3;Салтыковская;Квартал Авиаторов ЖК
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/308555998/;Балашиха;sale;flat;4;18;1;39.0;6250000;; Маяковского;26;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308920271/;Балашиха;sale;flat;3;22;1;44.9;7606274;; Бояринова;30;Ольгино;Новоград Павлино
CENTURY 21 Перспектива;real_estate_agent;https://balashikha.cian.ru/sale/flat/306890260/;Балашиха;sale;flat;4;5;2;42.4;6200000;;шоссе Саввинское;21;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912758/;Балашиха;sale;flat;13;17;2;59.89;12152935;;;к8;Щёлковская;Квартал Авиаторов ЖК
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912711/;Балашиха;sale;flat;16;17;2;55.47;9206079;;;к7;Салтыковская;Квартал Авиаторов ЖК
Галина Пальчикова;realtor;https://balashikha.cian.ru/sale/flat/292192400/;Балашиха;sale;flat;20;25;2;51.0;6399000;; Яганова;3;Щёлковская;Пехра
ОГРК;real_estate_agent;https://balashikha.cian.ru/sale/flat/308444330/;Балашиха;sale;flat;1;16;1;34.0;5800000;; Граничная;18;Ольгино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912684/;Балашиха;sale;flat;14;17;2;51.91;8085190;;;к2;Салтыковская;Квартал Авиаторов ЖК
ID 119991554;homeowner;https://balashikha.cian.ru/sale/flat/305548950/;Балашиха;sale;flat;3;17;2;77.6;10500000;;Заречная ;32;Щёлковская;
ОкругА;real_estate_agent;https://balashikha.cian.ru/sale/flat/307485712/;Балашиха;sale;flat;3;9;1;33.0;4490000;;Октябрьская ;9;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912654/;Балашиха;sale;flat;18;24;2;53.79;7715409;;;;Салтыковская;Квартал Авиаторов ЖК
ЛАРТ-Недвижимость;real_estate_agent;https://balashikha.cian.ru/sale/flat/308164630/;Балашиха;sale;flat;15;17;1;37.9;5800000;; Юбилейная;28;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912643/;Балашиха;sale;flat;20;24;2;52.8;8275238;;;;Салтыковская;Квартал Авиаторов ЖК
Сергей Лапшин;realtor;https://balashikha.cian.ru/sale/flat/275329876/;Балашиха;sale;flat;14;19;2;73.3;11490000;;шоссе Энтузиастов;5Б;Салтыковская;Балашиха, ул. Шоссе Энтузиастов, д. 5Б
Дом.РФ;real_estate_agent;https://balashikha.cian.ru/sale/flat/308089378/;Балашиха;sale;flat;4;9;1;56.8;4854773;; Фадеева;7;Кучино;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912672/;Балашиха;sale;flat;14;24;1;38.0;6174012;;;;Салтыковская;Квартал Авиаторов ЖК
Игорь Соловьев;realtor;https://balashikha.cian.ru/sale/flat/307257271/;Балашиха;sale;flat;1;9;1;36.3;4500000;; Юлиуса Фучика;7;Кучино;
ФСК Агент;real_estate_agent;https://balashikha.cian.ru/sale/flat/302651502/;Балашиха;sale;flat;13;19;1;37.8;5200000;; Речная;4;Кучино;Южное Кучино 2
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912685/;Балашиха;sale;flat;2;12;2;53.89;8237140;;;к2;Салтыковская;Квартал Авиаторов ЖК
ID 13641014;homeowner;https://balashikha.cian.ru/sale/flat/303419339/;Балашиха;sale;flat;8;18;1;38.3;6370000;; Маяковского;22;Железнодорожная;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912694/;Балашиха;sale;flat;10;17;1;37.6;6212610;;;к2;Салтыковская;Квартал Авиаторов ЖК
Светлана Бритенкова;realtor;https://balashikha.cian.ru/sale/flat/302507885/;Балашиха;sale;flat;22;27;1;38.0;6700000;; Твардовского;40;Кучино;Южная звезда
Дом Гончарова;real_estate_agent;https://balashikha.cian.ru/sale/flat/307581098/;Балашиха;sale;flat;9;9;1;34.0;4600000;;Звездная ;8;Салтыковская;
Самолет;developer;https://balashikha.cian.ru/sale/flat/308912638/;Балашиха;sale;flat;16;24;2;55.49;8907754;;;;Салтыковская;Квартал Авиаторов ЖК
Ваше Подмосковье;real_estate_agent;https://balashikha.cian.ru/sale/flat/306882688/;Балашиха;sale;flat;13;17;1;32.0;5200000;; Саввинская;5А;Железнодорожная;Саввино
Октябрьская;real_estate_agent;https://balashikha.cian.ru/sale/flat/307745009/;Балашиха;sale;flat;1;2;2;50.0;5699000;; Текстильщиков;9;Салтыковская;
